artists,date,TM_id,event_title,presale_date_end,presale_date_start,promoter,TM_sale_date_start,span multiple days,venue,TM_venue _lat,venue_city,TM_venue_long,venue_state,TM_max,TM_min,genre,subGenre,event_type,SG_artists_score,SG_average_price,SG_listing_count,SG_max_price,SG_min_price,SG_venue_score,SH_max_price,SH_min_price,SH_total_postings,SH_total_tickets,spotify_followers,spotify_popularity,spotify_avg_followers,spotify_avg_popularity,spotify_null_count,days_until_show,day_of_week,presale_length,days_on_sale,artist_count,avg_resale_min,avg_resale_max,min_source,max_source,min_markup%,max_markup%,avg_ticket_listings
"['Xscape', 'Monica', 'Tamar Braxton', 'Zonnique', ""June's Diary""]",2017-12-16 01:30:00,vv178ZfwGkBo5xZ8,The Great Xscape Tour,2017-09-22 03:00:00,2017-09-20 15:00:00,AEG LIVE,2017-09-22 15:00:00,False,United Center,41.88124412,Chicago,-87.67427375,IL,125.0,45.0,Hip-Hop/Rap,Urban,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,1052.5,88.9,72.0,308.0,"[331305.0, 530471.0, 287857.0, 16753.0, 11417.0]","[61.0, 68.0, 65.0, 41.0, 32.0]",235560.6,53.4,0,9,5,1.5000000000000002,77.0,5.0,88.9,1052.5,SH,SH,97.55555555555557,742.0,308.0
"['103.5 Kiss FM Jingle Ball', 'iHeartRadio Jingle Ball', 'The Chainsmokers', 'Demi Lovato', 'Cheat Codes', 'Halsey', 'Charlie Puth', 'Kesha', 'Camila Cabello', 'Liam Payne', 'Julia Michaels', ""Why Don't We""]",2017-12-14 01:30:00,vv178ZfSGkB_X3uv,103.5 KISS FM's Jingle Ball Presented by Capital One,2017-10-15 03:00:00,2017-10-11 15:00:00,PROMOTED BY VENUE,2017-10-16 17:00:00,False,Allstate Arena,42.00499247,Rosemont,-87.88750024,IL,115.0,20.0,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,722.5,92.5,128.0,411.0,"[nan, nan, 4704274.0, 5573326.0, 364985.0, 2337416.0, 2473089.0, 2456776.0, 1363655.0, 671952.0, 285295.0, 366670.0]","[nan, nan, 90.0, 94.0, 88.0, 90.0, 91.0, 86.0, 94.0, 84.0, 87.0, 76.0]",2059743.8,88.0,2,7,3,3.5,56.0,12.0,92.5,722.5,SH,SH,362.5,528.2608695652174,411.0
"['Tchami', 'Malaa', 'Noizu']",2017-12-10 03:00:00,vv178ZfwGkD-tfr8,Tchami X Malaa,2017-09-22 03:00:00,2017-09-20 17:00:00,LIVE NATION MUSIC,2017-09-22 15:00:00,False,Aragon Ballroom,41.96941873,Chicago,-87.65797212,IL,34.5,29.5,Dance/Electronic,Club Dance,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,182.5,61.17,35.0,164.0,"[154954.0, 40602.0, 442.0]","[67.0, 60.0, 49.0]",65332.666666666664,58.666666666666664,0,3,6,1.4166666666666667,77.0,3.0,61.17,182.5,SH,SH,107.35593220338984,428.98550724637687,164.0
"['Erykah Badu', 'Common', 'Musiq Soulchild', 'De La Soul']",2017-12-10 01:30:00,vv11jZfg0PaMuP,The V Show,,,PROMOTED BY VENUE,2017-10-30 15:00:00,False,Wintrust Arena,41.853079,Chicago,-87.62201,IL,129.0,59.0,R&B,R&B,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,238.12,68.5,9.0,31.0,"[823288.0, 359325.0, 382435.0, 242755.0]","[72.0, 69.0, 67.0, 63.0]",451950.75,67.75,0,3,6,0.0,37.0,4.0,68.5,238.12,SH,SH,16.101694915254235,84.58914728682171,31.0
['Trans-Siberian Orchestra'],2017-12-29 02:00:00,vv178ZfYGkSJxKXN,Hallmark Channel Presents Trans-Siberian Orchestra 2017,2017-09-15 03:00:00,2017-09-14 15:00:00,LIVE NATION MUSIC,2017-09-15 15:00:00,False,Allstate Arena,42.00499247,Rosemont,-87.88750024,IL,87.5,47.5,World,World,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,337.3,80.5,197.0,970.0,[130224.0],[69.0],130224.0,69.0,0,22,4,0.5,83.0,1.0,80.5,337.3,SH,SH,69.47368421052632,285.4857142857143,970.0
"['Tiësto', 'Gryffin']",2017-12-24 03:00:00,vv167ZAGEv8ZA5kk7a,Tiësto,2017-09-15 04:59:00,2017-09-13 15:00:00,LIVE NATION MUSIC,2017-09-15 15:00:00,False,Aragon Ballroom,41.96941873,Chicago,-87.65797212,IL,55.0,40.0,Dance/Electronic,Club Dance,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,602.5,76.89,70.0,330.0,"[2437521.0, 76589.0]","[84.0, 77.0]",1257055.0,80.5,0,17,6,1.582638888888889,84.0,2.0,76.89,602.5,SH,SH,92.225,995.4545454545455,330.0
"['Lana Del Rey', 'Jhene Aiko']",2018-01-12 02:00:00,vv1A7ZAGUGkd4v0yS,Lana Del Rey,2017-10-02 03:00:00,2017-09-29 15:00:00,LIVE NATION MUSIC,2017-10-02 15:00:00,False,United Center,41.88124412,Chicago,-87.67427375,IL,125.0,39.5,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,6002.5,54.1,571.0,1920.0,"[5546284.0, 1263675.0]","[87.0, 85.0]",3404979.5,86.0,0,36,4,2.5,68.0,2.0,54.1,6002.5,SH,SH,36.9620253164557,4702.0,1920.0
['Shakira'],2018-01-24 01:30:00,vvG18ZflE5nx1j,Shakira - EL Dorado World Tour,2017-06-30 03:00:00,2017-06-27 17:00:00,LIVE NATION MUSIC,2017-06-30 15:00:00,False,United Center,41.88124412,Chicago,-87.67427375,IL,200.0,50.5,World,Latin,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,2402.5,107.96,219.0,847.0,[6593810.0],[90.0],6593810.0,90.0,0,48,2,2.4166666666666665,162.0,1.0,107.96,2402.5,SH,SH,113.78217821782177,1101.25,847.0
['The National'],2017-12-14 01:30:00,vvG1jZfnn15-7d,The National,2017-05-19 03:00:00,2017-05-15 15:00:00,PROMOTED BY VENUE,2017-05-19 15:00:00,False,Civic Opera House,41.8822429,Chicago,-87.637107,IL,57.5,33.0,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,725.25,116.5,75.0,140.0,[739963.0],[77.0],739963.0,77.0,0,7,3,3.5,205.0,1.0,116.5,725.25,SH,SH,253.03030303030303,1161.304347826087,140.0
"['Illenium', 'Minnesota', 'Said the Sky', 'Dabin']",2017-12-15 02:00:00,vvG18ZfmBqMSlG,Illenium,2017-07-21 03:00:00,2017-07-20 15:00:00,LIVE NATION MUSIC,2017-07-21 15:00:00,False,Aragon Ballroom,41.96941873,Chicago,-87.65797212,IL,25.0,25.0,Dance/Electronic,Club Dance,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,122.5,44.5,33.0,167.0,"[241167.0, 23772.0, 38479.0, 19158.0]","[80.0, 52.0, 67.0, 57.0]",80644.0,64.0,0,8,4,0.5,139.0,4.0,44.5,122.5,SH,SH,78.0,390.0,167.0
['The Killers'],2018-01-17 01:30:00,vvG18ZfRJRySZe,The Killers,2017-08-11 03:00:00,2017-08-09 15:00:00,Other,2017-08-11 15:00:00,False,United Center,41.88124412,Chicago,-87.67427375,IL,95.0,25.0,Rock,Alternative Rock,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,6102.5,64.4,631.0,1793.0,[2615391.0],[84.0],2615391.0,84.0,0,41,2,1.5000000000000002,119.0,1.0,64.4,6102.5,SH,SH,157.60000000000002,6323.684210526316,1793.0
['Dave Koz'],2017-12-10 02:00:00,vv1A6ZAGMGkdazS-q,Dave Koz 20th Anniversary Christmas Tour,2017-09-29 03:00:00,2017-09-28 15:00:00,PROMOTED BY VENUE,2017-09-29 15:00:00,False,The Chicago Theatre,41.88537,Chicago,-87.627457,IL,115.0,29.5,Jazz,Jazz,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,236.5,100.9,30.0,103.0,[29742.0],[57.0],29742.0,57.0,0,3,6,0.5,69.0,1.0,100.9,236.5,SH,SH,242.03389830508476,105.65217391304347,103.0
['Trans-Siberian Orchestra'],2017-12-28 21:00:00,vv178ZfYGkSJ-dX-,Hallmark Channel Presents Trans-Siberian Orchestra 2017,2017-09-15 03:00:00,2017-09-14 15:00:00,LIVE NATION MUSIC,2017-09-15 15:00:00,False,Allstate Arena,42.00499247,Rosemont,-87.88750024,IL,77.5,47.5,World,World,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,420.1,82.42,102.0,546.0,[130224.0],[69.0],130224.0,69.0,0,21,3,0.5,83.0,1.0,82.42,420.1,SH,SH,73.51578947368421,442.06451612903226,546.0
"['Thrice', 'Circa Survive', 'Balance & Composure', 'Chon']",2017-12-08 00:30:00,vvG18ZfRKMHf08,Thrice / Circa Survive,2017-07-28 03:00:00,2017-07-27 15:00:00,LIVE NATION MUSIC,2017-07-28 17:00:00,False,Aragon Ballroom,41.96941873,Chicago,-87.65797212,IL,31.5,31.5,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,80.49,62.5,4.0,16.0,"[179540.0, 149864.0, 69020.0, 97309.0]","[65.0, 63.0, 57.0, 61.0]",123933.25,61.5,0,1,4,0.5,132.0,4.0,62.5,80.49,SH,SH,98.4126984126984,155.52380952380952,16.0
['St. Vincent'],2018-01-13 02:00:00,vv1A6ZAukGkdaifV2,St. Vincent Fear The Future Tour,2017-10-20 04:59:00,2017-10-19 15:00:00,PROMOTED BY VENUE,2017-10-20 15:00:00,False,The Chicago Theatre,41.88537,Chicago,-87.627457,IL,49.5,29.5,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,1022.5,97.54,61.0,175.0,[325635.0],[71.0],325635.0,71.0,0,37,5,0.5826388888888889,48.0,1.0,97.54,1022.5,SH,SH,230.6440677966102,1965.6565656565658,175.0
['Straight No Chaser'],2017-12-09 21:00:00,vvG1jZfmM280b4,Straight No Chaser,2017-07-21 03:00:00,2017-07-18 15:00:00,PROMOTED BY VENUE,2017-07-21 15:00:00,False,Civic Opera House,41.8822429,Chicago,-87.637107,IL,56.5,26.5,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,136.9,46.6,22.0,62.0,[99370.0],[65.0],99370.0,65.0,0,2,5,2.5,141.0,1.0,46.6,136.9,SH,SH,75.84905660377359,142.30088495575222,62.0
['The Oak Ridge Boys Christmas Show'],2017-12-17 22:00:00,vvG1jZfcrVkSck,The Oak Ridge Boys Christmas Show,2017-06-30 03:00:00,2017-06-29 15:00:00,PROMOTED BY VENUE,2017-06-30 15:00:00,False,Star Plaza Theatre,41.4710633,Merrillville,-87.3258024,IN,50.0,40.0,Other,Other,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,396.1,55.9,17.0,51.0,[nan],[nan],39.25,9.75,1,10,6,0.5,160.0,1.0,55.9,396.1,SH,SH,39.75,692.2,51.0
"['Tedeschi Trucks Band', 'JJ Grey', 'Mofro']",2018-01-26 01:30:00,vv17jZfVGkMfXPls,Tedeschi Trucks Band with JJ Grey & Mofro,2017-10-20 03:00:00,2017-10-18 15:00:00,PROMOTED BY VENUE,2017-10-20 15:00:00,False,The Chicago Theatre,41.88537,Chicago,-87.627457,IL,125.0,19.5,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,1062.05,47.37,56.0,220.0,"[106387.0, 58935.0, 58935.0]","[58.0, 54.0, 54.0]",74752.33333333333,55.333333333333336,0,50,4,1.5000000000000002,49.0,3.0,47.37,1062.05,SH,SH,142.9230769230769,749.64,220.0
['Steven Curtis Chapman'],2017-12-09 01:00:00,vvG18ZfmQpp3dW,THE K-LOVE CHRISTMAS TOUR 2017,,,PROMOTED BY VENUE,2017-07-11 15:00:00,False,Rosemont Theatre,41.976641,Rosemont,-87.86369,IL,209.99,19.99,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,140.5,64.9,8.0,44.0,[110789.0],[59.0],110789.0,59.0,0,2,5,0.0,148.0,1.0,64.9,140.5,SH,SH,224.66233116558288,-33.092052002476315,44.0
['Mannheim Steamroller Christmas'],2017-12-16 02:00:00,vv1A7ZAaYGkdK9X82,Mannheim Steamroller Christmas,2017-06-09 03:00:00,2017-06-06 15:00:00,PROMOTED BY VENUE,2017-06-09 15:00:00,False,Rosemont Theatre,41.976641,Rosemont,-87.86369,IL,95.0,39.0,Other,Other,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,309.7,75.94,41.0,158.0,[nan],[nan],166866.83333333334,59.0,1,9,5,2.5,183.0,1.0,75.94,309.7,SH,SH,94.7179487179487,225.99999999999997,158.0
"['Seven Lions', 'Tritonal', 'Kill the Noise']",2017-12-17 03:00:00,vv178ZfYGkRXupUs,"Horizon Tour with Seven Lions, Tritonal & special guest Kill The Noise",2017-08-18 03:00:00,2017-08-16 15:00:00,LIVE NATION MUSIC,2017-08-18 15:00:00,False,Aragon Ballroom,41.96941873,Chicago,-87.65797212,IL,35.0,25.0,Dance/Electronic,Other,"{'id': 'KZFzBErXgnZfZ7vAd7', 'name': 'Musician'}",,,,,,,250.14,45.7,29.0,146.0,"[167268.0, 104078.0, 195973.0]","[69.0, 74.0, 65.0]",155773.0,69.33333333333333,0,10,6,1.5000000000000002,112.0,3.0,45.7,250.14,SH,SH,82.80000000000001,614.6857142857143,146.0
['Straight No Chaser'],2017-12-10 01:30:00,vvG1jZfmM2o0bc,Straight No Chaser,2017-07-21 03:00:00,2017-07-18 15:00:00,PROMOTED BY VENUE,2017-07-21 15:00:00,False,Civic Opera House,41.8822429,Chicago,-87.637107,IL,56.5,26.5,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,140.5,72.7,20.0,55.0,[99370.0],[65.0],99370.0,65.0,0,3,6,2.5,141.0,1.0,72.7,140.5,SH,SH,174.33962264150944,148.67256637168143,55.0
['Tedeschi Trucks Band'],2018-01-27 01:30:00,vv17jZfVGkM4ZAly,An evening with Tedeschi Trucks Band,2017-10-20 03:00:00,2017-10-18 15:00:00,PROMOTED BY VENUE,2017-10-20 15:00:00,False,The Chicago Theatre,41.88537,Chicago,-87.627457,IL,125.0,19.5,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,1124.45,43.96,108.0,431.0,[106387.0],[58.0],106387.0,58.0,0,51,5,1.5000000000000002,49.0,1.0,43.96,1124.45,SH,SH,125.43589743589745,799.5600000000001,431.0
"['Newsboys', 'Sidewalk Prophets', 'Blanca', 'Derek Minor']",2017-12-09 01:00:00,vvG18ZfcL3iPLA,Big Church Night Out,2017-07-14 04:59:00,2017-07-12 15:00:00,Other,2017-07-14 15:00:00,False,BMO Harris Bank Center,42.27004167,Rockford,-89.09394049,IL,100.0,20.0,Religious,Gospel,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,48.08,38.48,3.0,12.0,"[438476.0, 105806.0, 25070.0, 52745.0]","[65.0, 58.0, 55.0, 60.0]",155524.25,59.5,0,2,5,1.582638888888889,147.0,4.0,38.48,48.08,SH,SH,92.39999999999998,-51.92,12.0
"['Keith Sweat', 'Will Downing']",2017-12-10 02:00:00,vvG1jZfcQUlxNr,Merry Christmas With Keith Sweat And Will Downing,2017-06-30 03:00:00,2017-06-27 15:00:00,PROMOTED BY VENUE,2017-06-30 15:00:00,False,The Venue at Horseshoe Casino,41.693099,Hammond,-87.5082446,IN,100.0,55.0,R&B,R&B,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,564.1,100.42,12.0,47.0,"[393434.0, 50971.0]","[64.0, 50.0]",222202.5,57.0,0,3,6,2.5,162.0,2.0,100.42,564.1,SH,SH,82.58181818181819,464.1,47.0
,2017-12-17 02:00:00,vvG18ZfnT7IwjX,JOHN DENVER CHRISTMAS SHOW STARRING CHRIS COLLINS & BOULDER CANYON,2017-06-09 03:00:00,2017-06-06 15:00:00,PROMOTED BY VENUE,2017-06-09 15:00:00,False,Rosemont Theatre,41.976641,Rosemont,-87.86369,IL,125.0,29.5,Other,Other,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,233.25,44.5,16.0,64.0,[nan],[nan],39.25,9.75,1,10,6,2.5,183.0,1.0,44.5,233.25,SH,SH,50.847457627118644,86.6,64.0
['Tedeschi Trucks Band'],2018-01-28 01:30:00,vv17jZfVGkM4vPlT,An evening with Tedeschi Trucks Band,2017-10-20 03:00:00,2017-10-18 15:00:00,PROMOTED BY VENUE,2017-10-20 15:00:00,False,The Chicago Theatre,41.88537,Chicago,-87.627457,IL,125.0,19.5,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,10802.5,69.89,130.0,454.0,[106387.0],[58.0],106387.0,58.0,0,52,6,1.5000000000000002,49.0,1.0,69.89,10802.5,SH,SH,258.4102564102564,8542.0,454.0
['The National'],2017-12-13 01:30:00,vvG1jZfnn1asdD,The National,2017-05-19 03:00:00,2017-05-15 15:00:00,PROMOTED BY VENUE,2017-05-19 15:00:00,False,Civic Opera House,41.8822429,Chicago,-87.637107,IL,57.5,33.0,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,1222.5,122.49,77.0,153.0,[739963.0],[77.0],739963.0,77.0,0,6,2,3.5,205.0,1.0,122.49,1222.5,SH,SH,271.18181818181813,2026.086956521739,153.0
['Home Free'],2017-12-14 01:30:00,vv166ZAGd0OZA2d286,Home Free - A Country Christmas 2017,2017-08-11 03:00:00,2017-08-09 15:00:00,PROMOTED BY VENUE,2017-08-11 15:00:00,False,Peoria Civic Center,40.6919471,Peoria,-89.5919753,IL,44.5,32.0,Other,Other,"{'id': 'KZFzBErXgnZfZ7vA76', 'name': 'Group'}",,,,,,,116.5,55.26,11.0,37.0,[84183.0],[62.0],84183.0,62.0,0,7,3,1.5000000000000002,119.0,1.0,55.26,116.5,SH,SH,72.6875,161.79775280898875,37.0
"['Chevelle', '10 Years', 'Aeges']",2017-12-18 00:30:00,vv178ZfwGkSAOxU9,Chevelle,2017-09-22 03:00:00,2017-09-19 15:00:00,HOUSE OF BLUES CONCERTS (HOB),2017-09-22 15:00:00,False,House of Blues Chicago,41.88811537,Chicago,-87.62931962,IL,39.5,39.5,Rock,Alternative Rock,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,241.3,111.66,11.0,29.0,"[489191.0, 157749.0, 1667.0]","[70.0, 63.0, 23.0]",216202.33333333334,52.0,0,11,0,2.5,78.0,3.0,111.66,241.3,SH,SH,182.68354430379745,510.8860759493671,29.0
"['Steel Panther', 'Man the Mighty']",2017-12-09 02:30:00,vv178ZfSGkM3E02r,Steel Panther,2017-10-06 03:00:00,2017-10-04 15:00:00,HOUSE OF BLUES CONCERTS (HOB),2017-10-06 15:00:00,False,House of Blues Chicago,41.88811537,Chicago,-87.62931962,IL,32.5,32.5,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,87.05,87.05,1.0,5.0,"[169586.0, 667.0]","[60.0, 14.0]",85126.5,37.0,0,2,5,1.5000000000000002,63.0,2.0,87.05,87.05,SH,SH,167.84615384615384,167.84615384615384,5.0
['The Temptations'],2018-01-15 02:00:00,vv17jZfsGkS_EpLk,The Temptations,2017-10-06 03:00:00,2017-10-04 15:00:00,PROMOTED BY VENUE,2017-10-06 15:00:00,False,The Venue at Horseshoe Casino,41.693099,Hammond,-87.5082446,IN,69.5,39.5,R&B,R&B,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,318.1,75.7,25.0,119.0,[670107.0],[73.0],670107.0,73.0,0,39,0,1.5000000000000002,63.0,1.0,75.7,318.1,SH,SH,91.64556962025317,357.6978417266187,119.0
"['MJ LIVE - Michael Jackson Tribute', 'The Purple Xperience']",2018-01-28 01:30:00,vv1A7ZAGoGketYfEG,Mj Live! Direct From Las Vegas,2017-09-08 03:00:00,2017-09-05 15:00:00,PROMOTED BY VENUE,2017-09-08 15:00:00,False,Rosemont Theatre,41.976641,Rosemont,-87.86369,IL,69.5,22.5,Undefined,Undefined,"{'id': 'KZFzBErXgnZfZ7vAAI', 'name': 'Tribute Band'}",,,,,,,165.7,58.9,16.0,101.0,"[nan, nan]","[nan, nan]",3176.0,36.0,2,52,6,2.5,92.0,2.0,58.9,165.7,SH,SH,161.77777777777777,138.41726618705036,101.0
"['Vance Joy', 'Moon Taxi', 'JD McPherson']",2017-12-14 01:00:00,vv17jZfVGkBbDx54,"99.9 WWCT Snow Ball 4: Vance Joy, Moon Taxi & JD McPherson",2017-10-20 03:00:00,2017-10-19 15:00:00,PROMOTED BY VENUE,2017-10-20 15:00:00,False,Peoria Civic Center,40.6919471,Peoria,-89.5919753,IL,32.0,32.0,Folk,Folk,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,74.5,53.5,5.0,16.0,"[893255.0, 72868.0, 39368.0]","[81.0, 70.0, 56.0]",335163.6666666667,69.0,0,7,3,0.5,48.0,3.0,53.5,74.5,SH,SH,67.1875,132.8125,16.0
"[""The O'Jays"", 'The Dramatics featuring Willie Ford']",2018-01-27 02:00:00,vv17jZfgGkmrBdo-,An Evening With The O'Jays,2017-11-17 04:00:00,2017-11-14 16:00:00,PROMOTED BY VENUE,2017-11-17 16:00:00,False,The Venue at Horseshoe Casino,41.693099,Hammond,-87.5082446,IN,100.0,60.0,R&B,R&B,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,224.5,104.5,18.0,102.0,"[230731.0, nan]","[63.0, nan]",230731.0,63.0,1,51,5,2.5,22.0,2.0,104.5,224.5,SH,SH,74.16666666666667,124.50000000000001,102.0
"['Datsik', 'Space Jesus', 'Brillz', 'Riot Ten', 'Wooli']",2018-01-13 03:00:00,vv1kvZvKj3GA5LJ9D,Datsik Presents: Ninja Nation Tour 2018,,,LIVE NATION MUSIC,2017-11-28 21:00:00,False,Aragon Ballroom,41.96941873,Chicago,-87.65797212,IL,28.0,20.0,Dance/Electronic,Club Dance,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,146.4,62.48,5.0,37.0,"[172574.0, 20121.0, 22717.0, 12540.0, 3395.0]","[63.0, 52.0, 50.0, 50.0, 40.0]",46269.4,51.0,0,37,5,0.0,8.0,5.0,62.48,146.4,SH,SH,212.39999999999998,422.8571428571429,37.0
['Dennis DeYoung'],2017-12-17 02:00:00,vv17jZf0GknfhSL_,Dennis DeYoung,2017-02-12 15:59:00,2017-02-11 23:00:00,PROMOTED BY VENUE,2017-02-12 16:00:00,False,Star Plaza Theatre,41.4710633,Merrillville,-87.3258024,IN,65.0,40.0,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,182.5,39.66,24.0,113.0,[2745.0],[29.0],2745.0,29.0,0,10,6,0.7076388888888889,298.0,1.0,39.66,182.5,SH,SH,-0.8500000000000085,180.76923076923077,113.0
"['Black Label Society', 'Corrosion of Conformity', 'Eyehategod']",2018-01-04 00:00:00,vv178ZfSGkSVJPG4,The Noise Presents Black Label Society w/ Corrosion of Conformity,2017-10-13 03:00:00,2017-10-10 19:00:00,HOUSE OF BLUES CONCERTS (HOB),2017-10-13 15:00:00,False,House of Blues Chicago,41.88811537,Chicago,-87.62931962,IL,35.0,35.0,Rock,Alternative Rock,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,152.93,77.52,18.0,77.0,"[305978.0, 68792.0, 26225.0]","[62.0, 52.0, 40.0]",133665.0,51.333333333333336,0,28,3,2.3333333333333335,57.0,3.0,77.52,152.93,SH,SH,121.48571428571427,336.9428571428572,77.0
"['Chevelle', 'Aeges']",2017-12-19 00:00:00,vv178ZfwGkS6uezV,Chevelle,2017-09-22 03:00:00,2017-09-19 15:00:00,HOUSE OF BLUES CONCERTS (HOB),2017-09-22 15:00:00,False,House of Blues Chicago,41.88811537,Chicago,-87.62931962,IL,39.5,39.5,Rock,Alternative Rock,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,10809.7,65.72,24.0,139.0,"[489191.0, 1667.0]","[70.0, 23.0]",245429.0,46.5,0,12,1,2.5,78.0,2.0,65.72,10809.7,SH,SH,66.37974683544303,27266.329113924054,139.0
['Led Zeppelin 2'],2018-01-27 01:30:00,vv178ZfVGkSn30JT,An Evening with Led Zeppelin 2 - Earls Court - 1975,2017-10-20 03:00:00,2017-10-18 15:00:00,HOUSE OF BLUES CONCERTS (HOB),2017-10-20 15:00:00,False,House of Blues Chicago,41.88811537,Chicago,-87.62931962,IL,25.0,25.0,Undefined,Undefined,"{'id': 'KZFzBErXgnZfZ7vAAI', 'name': 'Tribute Band'}",,,,,,,123.7,60.1,11.0,64.0,[nan],[nan],3176.0,36.0,1,51,5,1.5000000000000002,49.0,1.0,60.1,123.7,SH,SH,140.4,394.8,64.0
['Led Zeppelin 2'],2018-01-28 01:30:00,vv178ZfVGkSsNVm2,An Evening With Led Zeppelin 2 - The Tampa Riot - 1977,2017-10-20 03:00:00,2017-10-18 15:00:00,HOUSE OF BLUES CONCERTS (HOB),2017-10-20 15:00:00,False,House of Blues Chicago,41.88811537,Chicago,-87.62931962,IL,25.0,25.0,Undefined,Undefined,"{'id': 'KZFzBErXgnZfZ7vAAI', 'name': 'Tribute Band'}",,,,,,,162.1,62.5,7.0,24.0,[nan],[nan],3176.0,36.0,1,52,6,1.5000000000000002,49.0,1.0,62.5,162.1,SH,SH,150.0,548.4,24.0
"['Revolt Coda', 'Vesper', 'Trick Shooter Social Club', 'The Dirty Miners']",2018-01-05 01:00:00,vv1A7ZAuYGkeIDN5i,Revolt Coda,,,HOUSE OF BLUES CONCERTS (HOB),2017-11-16 20:00:00,False,House of Blues Chicago,41.88811537,Chicago,-87.62931962,IL,10.0,10.0,Rock,Alternative Rock,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,121.3,116.5,2.0,4.0,"[56.0, 2.0, 23.0, 3.0]","[0.0, 19.0, 0.0, 0.0]",21.0,4.75,0,29,4,0.0,20.0,4.0,116.5,121.3,SH,SH,1065.0,1113.0,4.0
