artists,date,TM_id,event_title,presale_date_end,presale_date_start,promoter,TM_sale_date_start,span multiple days,venue,TM_venue _lat,venue_city,TM_venue_long,venue_state,TM_max,TM_min,genre,subGenre,event_type,SG_artists_score,SG_average_price,SG_listing_count,SG_max_price,SG_min_price,SG_venue_score,SH_max_price,SH_min_price,SH_total_postings,SH_total_tickets,spotify_followers,spotify_popularity,spotify_avg_followers,spotify_avg_popularity,spotify_null_count,days_until_show,day_of_week,presale_length,days_on_sale,artist_count,avg_resale_min,avg_resale_max,min_source,max_source,min_markup%,max_markup%,avg_ticket_listings
['Dorothy'],2018-01-14 02:00:00,vv17FZfUGkMI96Oz,WMMR Presents Dorothy,2017-11-20 03:00:00,2017-11-16 15:00:00,LIVE NATION MUSIC,2017-11-20 15:00:00,False,Theatre of Living Arts,39.941305,Philadelphia,-75.148678,PA,17.5,17.5,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.4199999869'],50.5,28.0,529.0,40.0,0.5034989715,202.9,38.32,6.0,28.0,[84954.0],[63.0],84954.0,63.0,0,38,6,3.5,20.0,1.0,39.16,365.95,Both,Both,123.77142857142856,1991.1428571428569,28.0
['The Eagles Experience'],2017-12-17 01:00:00,vv1AeZAu8Gkd2IP05,The Eagles Experience,,,PROMOTED BY VENUE,2017-10-20 14:00:00,False,Penn's Peak,40.8980978,Jim Thorpe,-75.6869693,PA,15.0,15.0,Undefined,Undefined,"{'id': 'KZFzBErXgnZfZ7vAAI', 'name': 'Tribute Band'}",['0.4199999869'],48.0,10.0,86.0,35.0,0.4817329943,,,,,[nan],[nan],3176.0,36.0,1,10,6,0.0,47.0,1.0,35.0,86.0,SG,SG,133.33333333333331,473.3333333333333,10.0
['Sister Sledge'],2018-01-01 02:30:00,vv17FZfVGkVFXzCA,Sister Sledge,,,PROMOTED BY VENUE,2017-10-27 14:00:00,False,Tropicana Showroom,39.352585,Atlantic City,-74.444893,NJ,75.0,45.0,R&B,Soul,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,361.3,133.3,9.0,42.0,[103383.0],[63.0],103383.0,63.0,0,25,0,0.0,40.0,1.0,133.3,361.3,SH,SH,196.22222222222226,381.73333333333335,42.0
"['Stick Figure', 'Twiddle', 'Iya Terra']",2018-01-18 01:00:00,vv1kFZfV39G7iewC,Stick Figure,,,LIVE NATION MUSIC,2017-10-13 14:00:00,False,The Fillmore Philadelphia,39.965803,Philadelphia,-75.134686,PA,20.0,20.0,Other,Other,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}","['0.4600000083', '0.4699999988']",65.0,44.0,529.0,45.0,0.5911129713000001,,,,,"[90326.0, 32479.0, 4934.0]","[65.0, 56.0, 46.0]",42579.666666666664,55.666666666666664,0,42,3,0.0,54.0,3.0,45.0,529.0,SG,SG,125.0,2545.0,44.0
['Video Games Live'],2018-01-13 00:30:00,vv1AeZAk7Gkdpke40,Video Games Live,2016-12-09 03:00:00,2016-12-07 15:00:00,PROMOTED BY VENUE,2016-12-09 15:00:00,False,F. M. Kirby Center,41.2453832,Wilkes-Barre,-75.8818108,PA,46.5,16.5,Undefined,Undefined,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.4300000072'],90.0,96.0,404.0,39.0,0.5655329822999999,,,,,[64280.0],[57.0],64280.0,57.0,0,37,5,1.5000000000000002,364.0,1.0,39.0,404.0,SG,SG,136.36363636363635,768.8172043010753,96.0
['Dark Star Orchestra'],2018-01-01 01:30:00,vv1AeZAG6GkdPx4f9,Dark Star Orchestra,2017-08-18 03:45:00,2017-08-17 16:00:00,Other,2017-08-18 14:00:00,False,Electric Factory,39.9588683,Philadelphia,-75.1502117,PA,49.5,49.5,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.5099999905'],127.2099990845,70.0,529.0,67.0,0.5816699862,250.14,77.62,15.0,90.0,[1966.0],[9.0],1966.0,9.0,0,25,0,0.4895833333333333,111.0,1.0,72.31,389.57,Both,Both,46.08080808080808,687.0101010101009,80.0
"['Team Rowland', 'Skyward Story']",2017-12-10 21:00:00,vv17FZfUGklQn_Yt,Team Rowland,,,LIVE NATION MUSIC,2017-11-13 13:00:00,False,The Foundry,39.96477,Philadelphia,-75.134457,PA,25.0,25.0,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}","['0.400000006', '0.3700000048']",55.0,1.0,55.0,55.0,0.48983800409999995,,,,,"[nan, 3362.0]","[nan, 25.0]",3362.0,25.0,1,3,6,0.0,23.0,2.0,55.0,55.0,SG,SG,120.0,120.0,1.0
"['The Marcus King Band', 'The National Reserve']",2017-12-28 01:00:00,vv17FZfwGkUxuS59,WXPN Welcomes The Marcus King Band,2017-09-22 02:00:00,2017-09-21 14:00:00,LIVE NATION MUSIC,2017-09-22 14:00:00,False,Theatre of Living Arts,39.941305,Philadelphia,-75.148678,PA,20.0,20.0,Rock,Other,"{'id': 'KZFzBErXgnZfZ7vA71', 'name': 'Band'}","['0.4099999964', '0.4699999988']",142.8200073242,28.0,532.0,45.0,0.5034989715,,,,,"[24618.0, 478.0]","[50.0, 21.0]",12548.0,35.5,0,21,3,0.5,76.0,2.0,45.0,532.0,SG,SG,125.0,2560.0,28.0
"[""Jessie's Girl""]",2017-12-30 01:00:00,vv1AeZAGPGkesVf0h,Jessie's Girl,,,PROMOTED BY VENUE,2017-09-09 14:00:00,False,Penn's Peak,40.8980978,Jim Thorpe,-75.6869693,PA,22.0,22.0,Undefined,Undefined,"{'id': 'KZFzBErXgnZfZ7vAAI', 'name': 'Tribute Band'}",['0.4499999881'],50.5,12.0,97.0,45.0,0.4817329943,,,,,[nan],[nan],3176.0,36.0,1,23,5,0.0,88.0,1.0,45.0,97.0,SG,SG,104.54545454545455,340.90909090909093,12.0
['The White Panda'],2017-12-27 02:00:00,vv1AeZAu8Gkdc3kry,THE WHITE PANDA: WINTER IS HERE TOUR,,,LIVE NATION MUSIC,2017-10-20 14:00:00,False,Theatre of Living Arts,39.941305,Philadelphia,-75.148678,PA,20.0,20.0,Dance/Electronic,Club Dance,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.4499999881'],48.0,27.0,529.0,38.0,0.5034989715,202.9,38.5,10.0,48.0,[89649.0],[55.0],89649.0,55.0,0,20,2,0.0,47.0,1.0,38.25,365.95,Both,Both,91.25,1729.75,37.5
['Jerry Blavat'],2018-01-01 02:00:00,vv1AeZAGVGkdGW45a,Jerry Blavat,,,LIVE NATION MUSIC,2017-09-22 14:00:00,False,Sands Bethlehem Event Center ,40.6143211,Bethlehem,-75.3569211,PA,135.0,135.0,Rock,Other,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.4799999893'],338.2900085449,7.0,532.0,217.0,0.5886250138,,,,,[38.0],[0.0],38.0,0.0,0,25,0,0.0,75.0,1.0,217.0,532.0,SG,SG,60.74074074074074,294.0740740740741,7.0
"['Avatar', 'The Brains', 'Hellzapoppin']",2018-01-15 00:40:00,vv1AeZAuoGkdfUfi6,The King and AVATAR invite you to a metal spectacle of a lifetime!,2017-10-27 02:00:00,2017-10-24 18:00:00,LIVE NATION MUSIC,2017-10-27 14:00:00,False,Theatre of Living Arts,39.941305,Philadelphia,-75.148678,PA,19.0,19.0,Metal,Heavy Metal,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}","['0.4300000072', '0.4199999869']",85.1900024414,43.0,532.0,43.0,0.5034989715,202.9,50.74,8.0,48.0,"[71028.0, 8751.0, nan]","[58.0, 40.0, nan]",39889.5,49.0,1,39,0,2.3333333333333335,43.0,3.0,46.870000000000005,367.45,Both,Both,146.6842105263158,1833.9473684210525,45.5
['Arrival From Sweden'],2018-01-21 00:00:00,vvG1FZfnw_r4s-,Arrival From Sweden- The Music Of Abba,,,PROMOTED BY VENUE,2017-06-09 14:00:00,False,F. M. Kirby Center,41.2453832,Wilkes-Barre,-75.8818108,PA,32.0,22.0,Undefined,Undefined,"{'id': 'KZFzBErXgnZfZ7vAAI', 'name': 'Tribute Band'}",['0.4499999881'],88.0,99.0,340.0,51.0,0.5655329822999999,,,,,[nan],[nan],3176.0,36.0,1,45,6,0.0,180.0,1.0,51.0,340.0,SG,SG,131.8181818181818,962.5,99.0
['Dark Star Orchestra'],2017-12-30 01:30:00,vv1AeZAG6GkdE0PQH,Dark Star Orchestra 3 Day Weekend Pass,2017-08-18 02:00:00,2017-08-17 16:00:00,Other,2017-08-18 14:00:00,True,Electric Factory,39.9588683,Philadelphia,-75.1502117,PA,279.0,95.0,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,134.26,52.9,10.0,53.0,[1966.0],[9.0],1966.0,9.0,0,23,5,0.4166666666666667,111.0,1.0,52.9,134.26,SH,SH,-44.31578947368421,-51.87813620071685,53.0
"['Dark Star Orchestra', 'The Dirty Dozen Brass Band']",2017-12-30 01:30:00,vv1AeZAG6Gkd0L4ot,Dark Star Orchestra,2017-08-18 03:45:00,2017-08-17 16:00:00,Other,2017-08-18 16:00:00,False,Electric Factory,39.9588683,Philadelphia,-75.1502117,PA,29.5,29.5,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,134.26,52.9,10.0,53.0,"[1966.0, 17441.0]","[9.0, 39.0]",9703.5,24.0,0,23,5,0.4895833333333333,111.0,2.0,52.9,134.26,SH,SH,79.32203389830508,355.11864406779654,53.0
['Keller Williams'],2017-12-09 02:00:00,vvG1FZfcRKfgxH,Keller Williams,,,PROMOTED BY VENUE,2017-08-25 14:00:00,False,F. M. Kirby Center,41.2453832,Wilkes-Barre,-75.8818108,PA,25.0,25.0,Rock,Alternative Rock,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.4199999869'],56.5,14.0,106.0,45.0,0.5655329822999999,,,,,[39932.0],[52.0],39932.0,52.0,0,2,5,0.0,103.0,1.0,45.0,106.0,SG,SG,80.0,324.0,14.0
"[""Umphrey's McGee"", 'Nicole Atkins', 'Hayley Jane and the Primates']",2018-01-27 01:00:00,vv17FZfVGkSJKJV8,2 Day Ticket Umphrey's McGee,2017-10-27 02:00:00,2017-10-26 14:00:00,LIVE NATION MUSIC,2017-10-27 15:00:00,True,The Fillmore Philadelphia,39.965803,Philadelphia,-75.134686,PA,60.0,60.0,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}","['0.5699999928', '0.4600000083']",85.0,67.0,578.0,44.0,0.5911129713000001,,,,,"[81058.0, 10462.0, 888.0]","[55.0, 48.0, 23.0]",30802.666666666668,42.0,0,51,5,0.5,41.0,3.0,44.0,578.0,SG,SG,-26.666666666666668,863.3333333333333,67.0
['Abba Mania'],2018-01-27 01:00:00,vv1AeZAGIGkd0Qa_n,Abba Mania,2017-09-21 02:00:00,2017-09-20 14:00:00,PROMOTED BY VENUE,2017-09-21 14:00:00,False,Scottish Rite Auditorium,39.9143873,Collingswood,-75.0849289,NJ,59.0,19.0,Undefined,Undefined,"{'id': 'KZFzBErXgnZfZ7vAAI', 'name': 'Tribute Band'}",['0.4499999881'],111.3099975586,74.0,339.0,41.0,0.5314109921,,,,,[nan],[nan],3176.0,36.0,1,51,5,0.5,77.0,1.0,41.0,339.0,SG,SG,115.78947368421053,474.57627118644064,74.0
['The Dan Band'],2017-12-16 01:00:00,vv1AeZAGSGkdL64Z5,The Dan Band,2017-09-29 02:00:00,2017-09-27 14:00:00,LIVE NATION MUSIC,2017-09-29 16:00:00,False,Theatre of Living Arts,39.941305,Philadelphia,-75.148678,PA,21.0,21.0,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.4600000083'],101.25,24.0,529.0,25.0,0.5034989715,202.9,25.47,7.0,35.0,[7174.0],[36.0],7174.0,36.0,0,9,5,1.5000000000000002,70.0,1.0,25.235,365.95,Both,Both,20.166666666666664,1642.6190476190477,29.5
['Cabinet'],2018-01-01 02:00:00,vv1AOvKobGA5KwKg,Cabinet,,,PROMOTED BY VENUE,2017-10-09 14:00:00,False,F. M. Kirby Center,41.2453832,Wilkes-Barre,-75.8818108,PA,20.0,20.0,Folk,Folk,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.4499999881'],62.0,21.0,529.0,39.0,0.5655329822999999,,,,,[5243.0],[36.0],5243.0,36.0,0,25,0,0.0,58.0,1.0,39.0,529.0,SG,SG,95.0,2545.0,21.0
['Foghat'],2017-12-17 01:00:00,vvG1FZfmLEz1Bi,Foghat,,,PROMOTED BY VENUE,2017-07-07 22:29:00,False,Mount Airy Casino Resort,41.1134303,Mount Pocono,-75.3216554,PA,45.0,35.0,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.4900000095'],,,,,0.4784989953,84.1,71.5,2.0,8.0,[143304.0],[59.0],143304.0,59.0,0,10,6,0.0,152.0,1.0,71.5,84.1,SH,SH,104.28571428571429,86.88888888888887,8.0
['The Man In Black: Tribute To Johnny Cash'],2018-01-28 00:30:00,vv17FZfUGkMQWM15,The Man In Black: Tribute To Johnny Cash,,,PROMOTED BY VENUE,2017-11-21 15:00:00,False,F. M. Kirby Center,41.2453832,Wilkes-Barre,-75.8818108,PA,32.0,17.0,Undefined,Undefined,"{'id': 'KZFzBErXgnZfZ7vAAI', 'name': 'Tribute Band'}",['0.4399999976'],222.0,120.0,573.0,44.0,0.5655329822999999,,,,,[nan],[nan],3176.0,36.0,1,52,6,0.0,15.0,1.0,44.0,573.0,SG,SG,158.8235294117647,1690.625,120.0
"['Big Head Todd & the Monsters', 'Luther Dickinson']",2018-01-27 01:00:00,vv17FZfSGkY72zfS,Big Head Todd & the Monsters,2017-10-06 02:00:00,2017-10-05 14:00:00,LIVE NATION MUSIC,2017-10-06 14:00:00,False,Theatre of Living Arts,39.941305,Philadelphia,-75.148678,PA,35.0,35.0,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}","['0.3899999857', '0.3799999952', '0.3899999857', '0.3899999857']",76.5,48.0,529.0,64.0,0.5034989715,202.9,64.43,9.0,52.0,"[28943.0, 2543.0]","[50.0, 23.0]",15743.0,36.5,0,51,5,0.5,62.0,2.0,64.215,365.95,Both,Both,83.47142857142859,945.5714285714284,50.0
"['Oteil Burbridge', 'Eric Krasno', 'John Kadlecik', 'Melvin Seals', 'Jay Lane', 'Weedie Braimah', 'Alfreda Gerald']",2018-01-18 01:00:00,vv1AeZAusGkd6RyGH,OTEIL & FRIENDS,2017-11-21 03:00:00,2017-11-20 19:00:00,LIVE NATION MUSIC,2017-11-21 17:00:00,False,Theatre of Living Arts,39.941305,Philadelphia,-75.148678,PA,36.0,36.0,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}","['0.4600000083', '0.400000006']",97.0,23.0,529.0,75.0,0.5034989715,1335.82,88.88,13.0,70.0,"[983.0, 5178.0, 333.0, 977.0, 43.0, 20.0, 25.0]","[26.0, 51.0, 3.0, 22.0, 19.0, 22.0, 10.0]",1079.857142857143,21.857142857142858,0,42,3,0.3333333333333333,16.0,7.0,81.94,932.41,Both,Both,127.6111111111111,2490.027777777778,46.5
"['Dark Star Orchestra', 'Keller Williams']",2017-12-31 01:30:00,vv1AeZAG6Gkd0Wg3H,Dark Star Orchestra,2017-08-18 03:45:00,2017-08-17 16:00:00,Other,2017-08-18 14:00:00,False,Electric Factory,39.9588683,Philadelphia,-75.1502117,PA,29.5,29.5,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}","['0.5099999905', '0.4199999869']",72.0,50.0,529.0,59.0,0.5816699862,134.26,62.32,9.0,53.0,"[1966.0, 39932.0]","[9.0, 52.0]",20949.0,30.5,0,24,6,0.4895833333333333,111.0,2.0,60.66,331.63,Both,Both,105.62711864406778,1024.1694915254238,51.5
"[""Live Dead '69""]",2018-01-28 01:00:00,vv17FZfUGkXWCglg,Live Dead '69,,,PROMOTED BY VENUE,2017-11-17 15:00:00,False,Penn's Peak,40.8980978,Jim Thorpe,-75.6869693,PA,22.0,22.0,Undefined,Undefined,"{'id': 'KZFzBErXgnZfZ7vAAI', 'name': 'Tribute Band'}",['0.3899999857'],52.0,18.0,92.0,46.0,0.4817329943,,,,,[nan],[nan],3176.0,36.0,1,52,6,0.0,19.0,1.0,46.0,92.0,SG,SG,109.09090909090908,318.1818181818182,18.0
"[""Umphrey's McGee"", 'Nicole Atkins', 'Hayley Jane and the Primates']",2018-01-28 01:00:00,vv17FZfVGkSx0UlC,Umphrey's McGee,2017-10-27 02:00:00,2017-10-26 14:00:00,LIVE NATION MUSIC,2017-10-27 15:00:00,False,The Fillmore Philadelphia,39.965803,Philadelphia,-75.134686,PA,32.5,32.5,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}","['0.5699999928', '0.4600000083']",84.5,64.0,578.0,43.0,0.5911129713000001,,,,,"[81058.0, 10462.0, 888.0]","[55.0, 48.0, 23.0]",30802.666666666668,42.0,0,52,6,0.5,41.0,3.0,43.0,578.0,SG,SG,32.30769230769231,1678.4615384615386,64.0
"['Cracker', 'Camper Van Beethoven']",2018-01-13 01:00:00,vv1AeZAGyGkdXLa4M,Cracker & Camper Van Beethoven,2017-09-29 02:00:00,2017-09-28 14:00:00,LIVE NATION MUSIC,2017-09-29 16:00:00,False,Theatre of Living Arts,39.941305,Philadelphia,-75.148678,PA,25.0,25.0,Rock,Alternative Rock,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}","['0.4300000072', '0.4300000072']",115.6999969482,27.0,532.0,51.0,0.5034989715,202.9,53.07,6.0,30.0,"[26200.0, 13124.0]","[50.0, 39.0]",19662.0,44.5,0,37,5,0.5,69.0,2.0,52.035,367.45,Both,Both,108.13999999999999,1369.8,28.5
"['Trophy Eyes', 'Free Throw', 'Head North', 'Grayscale']",2017-12-15 23:30:00,vv17FZfwGkRRXFk7,Trophy Eyes,,,LIVE NATION MUSIC,2017-09-22 16:00:00,False,The Foundry,39.96477,Philadelphia,-75.134457,PA,15.0,15.0,Rock,Other,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}","['0.400000006', '0.4300000072']",180.0,3.0,204.0,28.0,0.48983800409999995,,,,,"[25981.0, 12477.0, 4385.0, 12708.0]","[55.0, 49.0, 37.0, 53.0]",13887.75,48.5,0,8,4,0.0,75.0,4.0,28.0,204.0,SG,SG,86.66666666666667,1260.0,3.0
"[""Umphrey's McGee"", 'Nicole Atkins', 'Hayley Jane and the Primates']",2018-01-27 01:00:00,vv17FZfVGkSx-pnX,Umphrey's McGee,2017-10-27 02:00:00,2017-10-26 14:00:00,LIVE NATION MUSIC,2017-10-27 15:00:00,False,The Fillmore Philadelphia,39.965803,Philadelphia,-75.134686,PA,32.5,32.5,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}","['0.5699999928', '0.4600000083']",85.0,67.0,578.0,44.0,0.5911129713000001,,,,,"[81058.0, 10462.0, 888.0]","[55.0, 48.0, 23.0]",30802.666666666668,42.0,0,51,5,0.5,41.0,3.0,44.0,578.0,SG,SG,35.38461538461539,1678.4615384615386,67.0
['Foghat'],2018-01-21 01:00:00,vv17FZfgGknN4gca,Foghat,,,PROMOTED BY VENUE,2017-11-03 14:00:00,False,Tropicana Showroom,39.352585,Atlantic City,-74.444893,NJ,60.0,45.0,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,202.28,106.9,7.0,35.0,[143304.0],[59.0],143304.0,59.0,0,45,6,0.0,33.0,1.0,106.9,202.28,SH,SH,137.55555555555557,237.13333333333333,35.0
['Gary Numan'],2017-12-09 00:00:00,vv1AeZAu_GkeTY0nQ,Gary Numan,,,PROMOTED BY VENUE,2017-11-03 14:00:00,False,Chameleon Club,40.041535,Lancaster,-76.308822,PA,25.0,25.0,Dance/Electronic,Club Dance,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}","['0.4399999976', '0.3700000048']",53.0,27.0,68.0,46.0,0.4572579861,67.65,52.88,4.0,33.0,[93044.0],[59.0],93044.0,59.0,0,2,5,0.0,33.0,1.0,49.44,67.825,Both,Both,97.75999999999999,171.3,30.0
['The Devil Makes Three'],2018-01-27 01:30:00,vv17FZfgGkRqo_TO,The Devil Makes Three,,,Other,2017-11-10 17:00:00,False,Electric Factory,39.9588683,Philadelphia,-75.1502117,PA,25.0,25.0,Country,Country,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.4600000083'],60.0,42.0,529.0,50.0,0.5816699862,88.06,55.83,7.0,45.0,[116201.0],[61.0],116201.0,61.0,0,51,5,0.0,26.0,1.0,52.915,308.53,Both,Both,111.66,1134.12,43.5
"[""Jaimoe's Jasssz Band""]",2018-01-14 01:00:00,vv17FZfUGkU32xh5,Jaimoe's Jasssz Band,,,PROMOTED BY VENUE,2017-11-16 15:00:00,False,F. M. Kirby Center,41.2453832,Wilkes-Barre,-75.8818108,PA,20.0,20.0,Jazz,Jazz,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.4699999988'],72.0,13.0,529.0,42.0,0.5655329822999999,,,,,[nan],[nan],18530.5,45.0,1,38,6,0.0,20.0,1.0,42.0,529.0,SG,SG,110.00000000000001,2545.0,13.0
['Back In Black'],2018-01-20 01:00:00,vv1AeZAu-Gkdqeyzs,Back In Black,,,PROMOTED BY VENUE,2017-11-06 15:00:00,False,F. M. Kirby Center,41.2453832,Wilkes-Barre,-75.8818108,PA,15.0,15.0,Undefined,Undefined,"{'id': 'KZFzBErXgnZfZ7vAAI', 'name': 'Tribute Band'}",['0.4300000072'],149.3999938965,10.0,529.0,32.0,0.5655329822999999,,,,,[13653.0],[44.0],13653.0,44.0,0,44,5,0.0,30.0,1.0,32.0,529.0,SG,SG,113.33333333333333,3426.6666666666665,10.0
"['Boy Wonder', 'Chris Gennett', 'E-Hos']",2017-12-30 00:00:00,vv1AeZAu9Gkd8nAPk,"the HYPE!'s Holiday Variety Show BoyWonder,Chris Gennett,Popular Nerds",,,LIVE NATION MUSIC,2017-10-27 16:00:00,False,Theatre of Living Arts,39.941305,Philadelphia,-75.148678,PA,13.0,13.0,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.4099999964'],232.0,5.0,529.0,26.0,0.5034989715,,,,,"[39.0, 71.0, 80.0]","[61.0, 1.0, 7.0]",63.333333333333336,23.0,0,23,5,0.0,40.0,3.0,26.0,529.0,SG,SG,100.0,3969.2307692307695,5.0
['Trapt'],2017-12-16 01:00:00,vv17FZfgGkTp3gMr,Trapt: Acoustic Night With Chris Taylor Brown,2017-11-06 03:00:00,2017-11-03 14:00:00,PROMOTED BY VENUE,2017-11-06 15:00:00,False,F. M. Kirby Center,41.2453832,Wilkes-Barre,-75.8818108,PA,15.0,15.0,Rock,Alternative Rock,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.4399999976'],177.5,8.0,532.0,34.0,0.5655329822999999,,,,,[311887.0],[67.0],311887.0,67.0,0,9,5,2.5416666666666665,33.0,1.0,34.0,532.0,SG,SG,126.66666666666666,3446.666666666667,8.0
['Whiskey Myers'],2018-01-28 00:00:00,vv1AeZAu9GkdBe6kK,Whiskey Myers,,,PROMOTED BY VENUE,2017-11-03 14:00:00,False,Chameleon Club,40.041535,Lancaster,-76.308822,PA,18.0,18.0,Country,Country,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.3799999952'],77.2799987793,36.0,532.0,34.0,0.4572579861,73.3,37.65,8.0,66.0,[66315.0],[61.0],66315.0,61.0,0,52,6,0.0,33.0,1.0,35.825,302.65,Both,Both,99.02777777777779,1581.388888888889,51.0
['The Amish Outlaws'],2017-12-31 01:00:00,vvG1FZfikzaKwv,The Amish Outlaws,,,PROMOTED BY VENUE,2017-06-01 19:05:00,False,Mount Airy Casino Resort,41.1134303,Mount Pocono,-75.3216554,PA,15.0,15.0,Undefined,Undefined,"{'id': 'KZFzBErXgnZfZ7vAAI', 'name': 'Tribute Band'}",['0.3600000143'],179.3800048828,8.0,532.0,34.0,0.4784989953,,,,,[nan],[nan],3176.0,36.0,1,24,6,0.0,188.0,1.0,34.0,532.0,SG,SG,126.66666666666666,3446.666666666667,8.0
['Ryan Kinder'],2017-12-15 01:00:00,vv17FZfVGkUBCfH_,Ryan Kinder,,,LIVE NATION MUSIC,2017-10-20 14:00:00,False,The Foundry,39.96477,Philadelphia,-75.134457,PA,15.0,15.0,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.400000006'],28.0,1.0,28.0,28.0,0.48983800409999995,,,,,[5595.0],[60.0],5595.0,60.0,0,8,4,0.0,47.0,1.0,28.0,28.0,SG,SG,86.66666666666667,86.66666666666667,1.0
['Spafford'],2018-01-21 01:00:00,vv1AeZAuJGkeTv7B0,Spafford,2017-11-10 03:00:00,2017-11-08 15:00:00,PROMOTED BY VENUE,2017-11-10 15:00:00,False,Chameleon Club,40.041535,Lancaster,-76.308822,PA,17.0,17.0,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.4699999988'],77.3700027466,38.0,529.0,34.0,0.4572579861,64.6,42.09,7.0,62.0,[7381.0],[43.0],7381.0,43.0,0,45,6,1.5000000000000002,28.0,1.0,38.045,296.8,Both,Both,123.79411764705883,1645.8823529411766,50.0
['Dark Star Orchestra'],2017-12-30 01:30:00,vv17FZfYGkTVtncN,Dark Star Orchestra 12/29 & 12/30 Combo Ticket,2017-08-18 02:00:00,2017-08-17 16:00:00,Other,2017-08-18 16:00:00,True,Electric Factory,39.9588683,Philadelphia,-75.1502117,PA,179.0,179.0,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,134.26,52.9,10.0,53.0,[1966.0],[9.0],1966.0,9.0,0,23,5,0.4166666666666667,111.0,1.0,52.9,134.26,SH,SH,-70.44692737430167,-24.994413407821234,53.0
['The Accidentals'],2018-01-19 01:00:00,vv17FZfUGkUQeSoO,The Accidentals,,,PROMOTED BY VENUE,2017-11-16 15:00:00,False,F. M. Kirby Center,41.2453832,Wilkes-Barre,-75.8818108,PA,15.0,15.0,Undefined,Undefined,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.4099999964'],67.0,11.0,529.0,36.0,0.5655329822999999,,,,,[6661.0],[41.0],6661.0,41.0,0,43,4,0.0,20.0,1.0,36.0,529.0,SG,SG,140.0,3426.6666666666665,11.0
['Band of Brewers'],2017-12-30 18:00:00,vvG1FZfRJL2Vm_,Band of Brewers,,,LIVE NATION MUSIC,2017-07-25 16:00:00,False,Theatre of Living Arts,39.941305,Philadelphia,-75.148678,PA,15.0,15.0,Rock,Alternative Rock,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.4199999869'],166.3999938965,15.0,529.0,28.0,0.5034989715,,,,,[nan],[nan],136224.0,61.333333333333336,1,23,5,0.0,134.0,1.0,28.0,529.0,SG,SG,86.66666666666667,3426.6666666666665,15.0
